title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,location
"Huge potholes",https://www.fixmystreet.com/report/102171,"2010-03-10 10:33:29 UTC",confirmed,"2010-03-10 10:35:05 UTC",Potholes,"2010-04-07 11:01:39 UTC",51.30325752,-2.455239186,Radstock,"{""latitude"":51.30325752,""longitude"":-2.455239186,""geojson"":{""type"":""Point"",""coordinates"":[-2.455239186,51.30325752]}}"
"Street lights",https://www.fixmystreet.com/report/594356,"2015-02-25 16:56:54 UTC",confirmed,"2015-02-25 17:00:28 UTC","Street lighting","2015-02-25 17:00:28 UTC",51.397151,-2.298386,Bathford,"{""latitude"":51.397151,""longitude"":-2.298386,""geojson"":{""type"":""Point"",""coordinates"":[-2.298386,51.397151]}}"
"Potholes on Wellow Road",https://www.fixmystreet.com/report/434342,"2014-02-04 23:05:18 UTC",confirmed,"2014-02-04 23:10:16 UTC",Potholes,"2014-02-19 08:16:13 UTC",51.31683349,-2.407560746,Wellow,"{""latitude"":51.31683349,""longitude"":-2.407560746,""geojson"":{""type"":""Point"",""coordinates"":[-2.407560746,51.31683349]}}"
"Pot holes in Church Lane Clutton",https://www.fixmystreet.com/report/319166,"2013-02-07 13:53:31 UTC","fixed - user","2013-02-07 13:55:09 UTC",Potholes,"2013-03-12 12:33:42 UTC",51.32966773,-2.542312976,Clutton,"{""latitude"":51.32966773,""longitude"":-2.542312976,""geojson"":{""type"":""Point"",""coordinates"":[-2.542312976,51.32966773]}}"
Potholes,https://www.fixmystreet.com/report/364288,"2013-06-11 15:18:58 UTC","fixed - user","2013-06-11 15:20:09 UTC",Potholes,"2013-09-12 22:31:09 UTC",51.42109733,-2.529348821,Keynsham,"{""latitude"":51.42109733,""longitude"":-2.529348821,""geojson"":{""type"":""Point"",""coordinates"":[-2.529348821,51.42109733]}}"
Potholes,https://www.fixmystreet.com/report/430474,"2014-01-29 22:40:51 UTC","fixed - user","2014-01-29 22:45:09 UTC",Potholes,"2015-01-16 21:17:07 UTC",51.40260313,-2.395852984,Weston,"{""latitude"":51.40260313,""longitude"":-2.395852984,""geojson"":{""type"":""Point"",""coordinates"":[-2.395852984,51.40260313]}}"
"Lamp post leaning over",https://www.fixmystreet.com/report/383873,"2013-09-02 18:12:19 UTC",confirmed,"2013-09-02 18:15:27 UTC","Street lighting","2013-09-02 18:15:27 UTC",51.402961,-2.468727,Saltford,"{""latitude"":51.402961,""longitude"":-2.468727,""geojson"":{""type"":""Point"",""coordinates"":[-2.468727,51.402961]}}"
"Overgrown footpath",https://www.fixmystreet.com/report/264387,"2012-07-11 10:27:25 UTC",confirmed,"2012-07-11 16:45:09 UTC",Pavements/footpaths,"2012-07-11 16:45:09 UTC",51.36030217,-2.577422142,"Stanton Drew","{""latitude"":51.36030217,""longitude"":-2.577422142,""geojson"":{""type"":""Point"",""coordinates"":[-2.577422142,51.36030217]}}"
"Trees are overgrown, resulting in darkness, too many leaf falls, and distress.",https://www.fixmystreet.com/report/639791,"2015-05-27 14:15:52 UTC",confirmed,"2015-05-27 14:20:11 UTC",Trees,"2016-11-15 13:25:53 UTC",51.375711,-2.406069,Twerton,"{""latitude"":51.375711,""longitude"":-2.406069,""geojson"":{""type"":""Point"",""coordinates"":[-2.406069,51.375711]}}"
"Severe pitting of road surface",https://www.fixmystreet.com/report/104164,"2010-03-19 08:16:54 UTC",fixed,"2010-03-19 08:20:02 UTC",Potholes,"2010-04-16 11:33:55 UTC",51.32172257,-2.610844956,Mendip,"{""latitude"":51.32172257,""longitude"":-2.610844956,""geojson"":{""type"":""Point"",""coordinates"":[-2.610844956,51.32172257]}}"
"Moss, lichen and broken glass on steep path",https://www.fixmystreet.com/report/337340,"2013-03-20 10:31:11 UTC","fixed - user","2013-03-20 10:35:59 UTC",Pavements/footpaths,"2013-04-17 11:10:38 UTC",51.38945149,-2.360155436,Lansdown,"{""latitude"":51.38945149,""longitude"":-2.360155436,""geojson"":{""type"":""Point"",""coordinates"":[-2.360155436,51.38945149]}}"
"Street light not working",https://www.fixmystreet.com/report/270237,"2012-08-06 22:24:12 UTC","fixed - user","2012-08-06 22:25:10 UTC","Street lighting","2012-09-03 22:36:07 UTC",51.371612,-2.400037,Southdown,"{""latitude"":51.371612,""longitude"":-2.400037,""geojson"":{""type"":""Point"",""coordinates"":[-2.400037,51.371612]}}"
"Bear Flat Public Notice Board",https://www.fixmystreet.com/report/245904,"2012-04-19 16:32:14 UTC",confirmed,"2012-04-19 16:40:07 UTC",Flyposting,"2012-06-22 17:50:42 UTC",51.373671,-2.367196,Lyncombe,"{""latitude"":51.373671,""longitude"":-2.367196,""geojson"":{""type"":""Point"",""coordinates"":[-2.367196,51.373671]}}"
"Botched road resurfacing",https://www.fixmystreet.com/report/619498,"2015-04-10 19:58:17 UTC","fixed - user","2015-04-10 20:00:18 UTC",Potholes,"2015-04-23 09:23:57 UTC",51.388132,-2.366539,Kingsmead,"{""latitude"":51.388132,""longitude"":-2.366539,""geojson"":{""type"":""Point"",""coordinates"":[-2.366539,51.388132]}}"
"Broken Street Light",https://www.fixmystreet.com/report/181367,"2011-04-24 23:18:36 UTC",confirmed,"2011-04-24 23:25:01 UTC","Street lighting","2011-04-24 23:25:01 UTC",51.404787,-2.400574,Weston,"{""latitude"":51.404787,""longitude"":-2.400574,""geojson"":{""type"":""Point"",""coordinates"":[-2.400574,51.404787]}}"
"Discriminatory lack of access for disabled",https://www.fixmystreet.com/report/406203,"2013-11-25 00:55:13 UTC",confirmed,"2013-11-25 23:05:10 UTC","Road traffic signs","2014-01-21 20:16:41 UTC",51.38062681,-2.360045003,Abbey,"{""latitude"":51.38062681,""longitude"":-2.360045003,""geojson"":{""type"":""Point"",""coordinates"":[-2.360045003,51.38062681]}}"
"Newbridge hill",https://www.fixmystreet.com/report/107776,"2010-04-05 20:36:30 UTC",confirmed,"2010-04-05 20:40:02 UTC",Potholes,"2010-08-24 10:28:28 UTC",51.38789497,-2.395101681,Newbridge,"{""latitude"":51.38789497,""longitude"":-2.395101681,""geojson"":{""type"":""Point"",""coordinates"":[-2.395101681,51.38789497]}}"
"Exposed Pipe",https://www.fixmystreet.com/report/468943,"2014-04-26 11:19:57 UTC","fixed - user","2014-04-26 11:20:22 UTC",Roads/highways,"2014-11-08 13:17:18 UTC",51.40148784,-2.393544024,Weston,"{""latitude"":51.40148784,""longitude"":-2.393544024,""geojson"":{""type"":""Point"",""coordinates"":[-2.393544024,51.40148784]}}"
"Large, deep pothole",https://www.fixmystreet.com/report/45010,"2009-02-18 10:33:02 UTC",fixed,"2009-02-18 10:35:02 UTC",Potholes,"2009-03-18 13:16:56 UTC",51.32383185,-2.328464037,"Bathavon South","{""latitude"":51.32383185,""longitude"":-2.328464037,""geojson"":{""type"":""Point"",""coordinates"":[-2.328464037,51.32383185]}}"
"Dead dog in road, eastbound A4",https://www.fixmystreet.com/report/575667,"2015-01-25 11:57:05 UTC",confirmed,"2015-01-25 15:10:28 UTC",Other,"2015-01-25 15:10:28 UTC",51.40030652,-2.317903551,Bathampton,"{""latitude"":51.40030652,""longitude"":-2.317903551,""geojson"":{""type"":""Point"",""coordinates"":[-2.317903551,51.40030652]}}"
"Muck on the road, slippery and dangerous for road users",https://www.fixmystreet.com/report/541279,"2014-11-05 08:59:18 UTC",confirmed,"2014-11-05 09:00:22 UTC",Roads/highways,"2014-11-05 09:00:22 UTC",51.34019425,-2.651694637,"Chew Stoke","{""latitude"":51.34019425,""longitude"":-2.651694637,""geojson"":{""type"":""Point"",""coordinates"":[-2.651694637,51.34019425]}}"
"Road damage following rain",https://www.fixmystreet.com/report/832389,"2016-05-30 20:39:40 UTC","fixed - user","2016-05-30 20:40:57 UTC",Potholes,"2016-06-30 12:11:12 UTC",51.347253,-2.473212,Farmborough,"{""latitude"":51.347253,""longitude"":-2.473212,""geojson"":{""type"":""Point"",""coordinates"":[-2.473212,51.347253]}}"
Potholes,https://www.fixmystreet.com/report/969969,"2017-02-01 09:13:42 UTC",confirmed,"2017-02-01 09:26:31 UTC",Roads/highways,"2017-03-01 10:55:43 UTC",51.357334,-2.315411,"Monkton Combe","{""latitude"":51.357334,""longitude"":-2.315411,""geojson"":{""type"":""Point"",""coordinates"":[-2.315411,51.357334]}}"
"Collapsed house wall at bus stop",https://www.fixmystreet.com/report/843269,"2016-06-18 09:43:55 UTC",confirmed,"2016-06-18 09:45:16 UTC",Pavements/footpaths,"2016-07-26 15:59:55 UTC",51.388501,-2.396773,Newbridge,"{""latitude"":51.388501,""longitude"":-2.396773,""geojson"":{""type"":""Point"",""coordinates"":[-2.396773,51.388501]}}"
"Abandoned boats sinking",https://www.fixmystreet.com/report/909179,"2016-10-08 11:07:28 UTC",confirmed,"2016-10-08 11:10:11 UTC",Other,"2016-11-05 15:32:12 UTC",51.378082,-2.354996,Abbey,"{""latitude"":51.378082,""longitude"":-2.354996,""geojson"":{""type"":""Point"",""coordinates"":[-2.354996,51.378082]}}"
"Bin graffiti",https://www.fixmystreet.com/report/951843,"2017-01-05 07:59:02 UTC","fixed - user","2017-01-05 08:00:16 UTC",Graffiti,"2017-01-19 21:04:24 UTC",51.407798,-2.493151,Keynsham,"{""latitude"":51.407798,""longitude"":-2.493151,""geojson"":{""type"":""Point"",""coordinates"":[-2.493151,51.407798]}}"
"Incorrect sign of zebra crossing ahead",https://www.fixmystreet.com/report/862126,"2016-07-18 20:15:15 UTC",confirmed,"2016-07-18 20:20:15 UTC","Road traffic signs","2016-07-18 20:20:15 UTC",51.359807,-2.479864,Marksbury,"{""latitude"":51.359807,""longitude"":-2.479864,""geojson"":{""type"":""Point"",""coordinates"":[-2.479864,51.359807]}}"
"Dog mess on pavement",https://www.fixmystreet.com/report/726103,"2015-12-07 17:02:23 UTC",confirmed,"2015-12-07 17:05:25 UTC","Dog fouling","2015-12-07 17:05:25 UTC",51.389561,-2.366029,Lansdown,"{""latitude"":51.389561,""longitude"":-2.366029,""geojson"":{""type"":""Point"",""coordinates"":[-2.366029,51.389561]}}"
"Branch broken and overhanging road - could fall (school bus route)",https://www.fixmystreet.com/report/704531,"2015-10-19 16:26:25 UTC","fixed - user","2015-10-19 16:30:17 UTC",Trees,"2015-11-16 16:42:15 UTC",51.307744,-2.410116,Shoscombe,"{""latitude"":51.307744,""longitude"":-2.410116,""geojson"":{""type"":""Point"",""coordinates"":[-2.410116,51.307744]}}"
"Pothole has opened up - hazardous for cycles",https://www.fixmystreet.com/report/940214,"2016-12-10 19:43:11 UTC",confirmed,"2016-12-10 19:45:11 UTC",Potholes,"2016-12-10 19:45:11 UTC",51.339139,-2.48095,Farmborough,"{""latitude"":51.339139,""longitude"":-2.48095,""geojson"":{""type"":""Point"",""coordinates"":[-2.48095,51.339139]}}"
"Missing drain/manhole cover",https://www.fixmystreet.com/report/997802,"2017-03-08 09:30:21 UTC",confirmed,"2017-03-08 09:36:04 UTC",Other,"2017-03-08 09:36:04 UTC",51.398887,-2.387157,Weston,"{""latitude"":51.398887,""longitude"":-2.387157,""geojson"":{""type"":""Point"",""coordinates"":[-2.387157,51.398887]}}"
"Pothole at BA2 7JD",https://www.fixmystreet.com/report/771072,"2016-02-19 13:04:08 UTC",confirmed,"2016-02-19 13:05:39 UTC",Potholes,"2016-02-19 13:05:39 UTC",51.357677,-2.315398,"Monkton Combe","{""latitude"":51.357677,""longitude"":-2.315398,""geojson"":{""type"":""Point"",""coordinates"":[-2.315398,51.357677]}}"
"Parked in taxi rank refused to move",https://www.fixmystreet.com/report/824633,"2016-05-15 12:10:26 UTC",confirmed,"2016-05-15 12:15:16 UTC","Car parking","2016-05-15 12:15:16 UTC",51.37956,-2.358168,Abbey,"{""latitude"":51.37956,""longitude"":-2.358168,""geojson"":{""type"":""Point"",""coordinates"":[-2.358168,51.37956]}}"
"Double Parking along road.",https://www.fixmystreet.com/report/713840,"2015-11-10 12:09:18 UTC",confirmed,"2015-11-10 12:15:18 UTC","Car parking","2015-11-10 12:15:18 UTC",51.371571,-2.38863,Southdown,"{""latitude"":51.371571,""longitude"":-2.38863,""geojson"":{""type"":""Point"",""coordinates"":[-2.38863,51.371571]}}"
"Dangerous pothole on driving line for motorbikes",https://www.fixmystreet.com/report/809057,"2016-04-15 09:38:28 UTC",confirmed,"2016-04-15 09:40:09 UTC",Potholes,"2016-05-13 12:54:00 UTC",51.370928,-2.547776,Publow,"{""latitude"":51.370928,""longitude"":-2.547776,""geojson"":{""type"":""Point"",""coordinates"":[-2.547776,51.370928]}}"
"Pothole on uphill carriageway",https://www.fixmystreet.com/report/993576,"2017-03-03 11:01:46 UTC",confirmed,"2017-03-03 11:05:59 UTC",Potholes,"2017-03-03 11:05:59 UTC",51.401132,-2.304883,Bathford,"{""latitude"":51.401132,""longitude"":-2.304883,""geojson"":{""type"":""Point"",""coordinates"":[-2.304883,51.401132]}}"
"Very poor road surface on bend",https://www.fixmystreet.com/report/994408,"2017-03-04 12:50:58 UTC",confirmed,"2017-03-04 12:55:13 UTC",Potholes,"2017-03-04 12:55:13 UTC",51.402763,-2.469414,Saltford,"{""latitude"":51.402763,""longitude"":-2.469414,""geojson"":{""type"":""Point"",""coordinates"":[-2.469414,51.402763]}}"
"Builders rubble in field entrance",https://www.fixmystreet.com/report/747861,"2016-01-17 22:06:15 UTC",confirmed,"2016-01-17 22:10:35 UTC",Flytipping,"2016-01-17 22:10:35 UTC",51.340918,-2.667638,"Nempnett Thrubwell","{""latitude"":51.340918,""longitude"":-2.667638,""geojson"":{""type"":""Point"",""coordinates"":[-2.667638,51.340918]}}"
"Pothole still waiting to be fixed.",https://www.fixmystreet.com/report/753884,"2016-01-26 16:52:42 UTC",confirmed,"2016-01-26 16:55:29 UTC",Potholes,"2016-01-26 16:55:29 UTC",51.410759,-2.394859,Charlcombe,"{""latitude"":51.410759,""longitude"":-2.394859,""geojson"":{""type"":""Point"",""coordinates"":[-2.394859,51.410759]}}"
"Flytipping of dismantled furniture.",https://www.fixmystreet.com/report/693944,"2015-09-24 21:25:04 UTC",confirmed,"2015-09-24 21:30:16 UTC",Flytipping,"2015-09-24 21:30:16 UTC",51.388209,-2.36447,Lansdown,"{""latitude"":51.388209,""longitude"":-2.36447,""geojson"":{""type"":""Point"",""coordinates"":[-2.36447,51.388209]}}"
"12inch wide 20inch minimum long pothole",https://www.fixmystreet.com/report/907037,"2016-10-04 14:01:23 UTC","fixed - user","2016-10-04 14:05:14 UTC",Potholes,"2017-02-22 19:04:13 UTC",51.28425,-2.487995,"Midsomer Norton","{""latitude"":51.28425,""longitude"":-2.487995,""geojson"":{""type"":""Point"",""coordinates"":[-2.487995,51.28425]}}"
"Deeply sunken drain cover between lamposts number 10 and 11 in direction Bath to Bristol",https://www.fixmystreet.com/report/808301,"2016-04-14 07:43:13 UTC","fixed - user","2016-04-14 07:45:42 UTC",Roads/highways,"2016-05-12 08:14:35 UTC",51.388612,-2.43402,Corston,"{""latitude"":51.388612,""longitude"":-2.43402,""geojson"":{""type"":""Point"",""coordinates"":[-2.43402,51.388612]}}"
"Pothole opened up again",https://www.fixmystreet.com/report/977445,"2017-02-09 22:46:02 UTC",confirmed,"2017-02-09 22:50:56 UTC",Potholes,"2017-02-09 22:50:56 UTC",51.334371,-2.436724,"Dunkerton and Tunley","{""latitude"":51.334371,""longitude"":-2.436724,""geojson"":{""type"":""Point"",""coordinates"":[-2.436724,51.334371]}}"
"Residents' ""Right to Light"" is being denied by overgrown trees",https://www.fixmystreet.com/report/933016,"2016-11-25 22:54:38 UTC",confirmed,"2016-11-25 23:00:11 UTC",Trees,"2017-03-07 22:11:00 UTC",51.375782,-2.406299,Twerton,"{""latitude"":51.375782,""longitude"":-2.406299,""geojson"":{""type"":""Point"",""coordinates"":[-2.406299,51.375782]}}"
"4 depresed man hole covers",https://www.fixmystreet.com/report/898336,"2016-09-19 09:02:31 UTC",confirmed,"2016-09-19 09:05:25 UTC",Potholes,"2016-10-17 13:19:29 UTC",51.278655,-2.497692,"Midsomer Norton","{""latitude"":51.278655,""longitude"":-2.497692,""geojson"":{""type"":""Point"",""coordinates"":[-2.497692,51.278655]}}"
"Dip in the road",https://www.fixmystreet.com/report/921796,"2016-11-03 07:37:21 UTC",confirmed,"2016-11-03 07:40:10 UTC",Roads/highways,"2017-02-23 14:04:13 UTC",51.361957,-2.478587,Marksbury,"{""latitude"":51.361957,""longitude"":-2.478587,""geojson"":{""type"":""Point"",""coordinates"":[-2.478587,51.361957]}}"
"Huge pothole just to the left of centre line going North-this road is a DISGRACE",https://www.fixmystreet.com/report/1005835,"2017-03-19 14:43:56 UTC",confirmed,"2017-03-19 14:50:20 UTC",Potholes,"2017-03-19 14:50:20 UTC",51.324492,-2.458814,Camerton,"{""latitude"":51.324492,""longitude"":-2.458814,""geojson"":{""type"":""Point"",""coordinates"":[-2.458814,51.324492]}}"
"Severe potholes likely to cause damage to cars",https://www.fixmystreet.com/report/990879,"2017-02-28 07:59:40 UTC",confirmed,"2017-02-28 08:10:44 UTC",Potholes,"2017-02-28 08:10:44 UTC",51.346215,-2.455767,Priston,"{""latitude"":51.346215,""longitude"":-2.455767,""geojson"":{""type"":""Point"",""coordinates"":[-2.455767,51.346215]}}"
"Road surface starting to break up (again)",https://www.fixmystreet.com/report/751365,"2016-01-22 18:04:33 UTC","fixed - user","2016-01-22 18:05:19 UTC",Potholes,"2016-08-20 18:18:53 UTC",51.330652,-2.317236,"Hinton Charterhouse","{""latitude"":51.330652,""longitude"":-2.317236,""geojson"":{""type"":""Point"",""coordinates"":[-2.317236,51.330652]}}"
"Partial demolition of garden wall in conservation area",https://www.fixmystreet.com/report/677972,"2015-08-18 14:47:50 UTC","fixed - user","2015-08-18 14:50:17 UTC",Other,"2016-03-02 11:42:54 UTC",51.389943,-2.367027,Lansdown,"{""latitude"":51.389943,""longitude"":-2.367027,""geojson"":{""type"":""Point"",""coordinates"":[-2.367027,51.389943]}}"
"Sunken drain cover",https://www.fixmystreet.com/report/794579,"2016-03-24 13:55:23 UTC","fixed - user","2016-03-24 14:00:50 UTC",Potholes,"2016-05-19 17:30:14 UTC",51.326831,-2.333399,"Hinton Charterhouse","{""latitude"":51.326831,""longitude"":-2.333399,""geojson"":{""type"":""Point"",""coordinates"":[-2.333399,51.326831]}}"
"Litter on the road",https://www.fixmystreet.com/report/980916,"2017-02-14 23:58:00 UTC",confirmed,"2017-02-15 00:00:19 UTC","Rubbish (refuse and recycling)","2017-02-15 00:00:19 UTC",51.341764,-2.545802,Clutton,"{""latitude"":51.341764,""longitude"":-2.545802,""geojson"":{""type"":""Point"",""coordinates"":[-2.545802,51.341764]}}"
"Pothole / sunken drain",https://www.fixmystreet.com/report/817374,"2016-04-30 17:50:24 UTC",confirmed,"2016-04-30 17:55:22 UTC",Potholes,"2016-04-30 17:55:22 UTC",51.372755,-2.330147,Bathwick,"{""latitude"":51.372755,""longitude"":-2.330147,""geojson"":{""type"":""Point"",""coordinates"":[-2.330147,51.372755]}}"
"Pothole outside Anabels guesthouse",https://www.fixmystreet.com/report/931036,"2016-11-22 13:03:06 UTC",confirmed,"2016-11-22 13:05:10 UTC",Potholes,"2016-11-22 13:05:10 UTC",51.378884,-2.357111,Abbey,"{""latitude"":51.378884,""longitude"":-2.357111,""geojson"":{""type"":""Point"",""coordinates"":[-2.357111,51.378884]}}"
Pothole,https://www.fixmystreet.com/report/707672,"2015-10-27 10:23:34 UTC","fixed - user","2015-10-27 10:25:32 UTC",Potholes,"2015-11-24 17:43:23 UTC",51.284538,-2.466261,Westfield,"{""latitude"":51.284538,""longitude"":-2.466261,""geojson"":{""type"":""Point"",""coordinates"":[-2.466261,51.284538]}}"
"Potholes and drain needs clearing of leaves",https://www.fixmystreet.com/report/959359,"2017-01-16 18:27:12 UTC",confirmed,"2017-01-16 18:30:18 UTC",Potholes,"2017-02-02 17:47:55 UTC",51.334598,-2.310443,Freshford,"{""latitude"":51.334598,""longitude"":-2.310443,""geojson"":{""type"":""Point"",""coordinates"":[-2.310443,51.334598]}}"
"Many little potholes",https://www.fixmystreet.com/report/969923,"2017-02-01 08:34:28 UTC",confirmed,"2017-02-01 08:35:50 UTC",Roads/highways,"2017-02-01 08:35:50 UTC",51.391367,-2.359882,Lansdown,"{""latitude"":51.391367,""longitude"":-2.359882,""geojson"":{""type"":""Point"",""coordinates"":[-2.359882,51.391367]}}"
"Dog mess on pavement",https://www.fixmystreet.com/report/924324,"2016-11-08 13:40:41 UTC","fixed - user","2016-11-08 13:45:54 UTC","Dog fouling","2016-12-06 14:31:00 UTC",51.389629,-2.366206,Lansdown,"{""latitude"":51.389629,""longitude"":-2.366206,""geojson"":{""type"":""Point"",""coordinates"":[-2.366206,51.389629]}}"
"Traffic Speeding Mounting Pavements",https://www.fixmystreet.com/report/676074,"2015-08-13 17:26:07 UTC",confirmed,"2015-08-13 17:31:17 UTC",Roads/highways,"2015-08-13 17:31:17 UTC",51.375285,-2.386422,Westmoreland,"{""latitude"":51.375285,""longitude"":-2.386422,""geojson"":{""type"":""Point"",""coordinates"":[-2.386422,51.375285]}}"
Potholes,https://www.fixmystreet.com/report/821623,"2016-05-09 11:56:55 UTC",confirmed,"2016-05-09 12:00:16 UTC",Potholes,"2016-05-09 12:00:16 UTC",51.296702,-2.575892,"Hinton Blewett","{""latitude"":51.296702,""longitude"":-2.575892,""geojson"":{""type"":""Point"",""coordinates"":[-2.575892,51.296702]}}"
Potholes,https://www.fixmystreet.com/report/702763,"2015-10-15 07:41:04 UTC",confirmed,"2015-10-15 07:45:15 UTC",Potholes,"2015-10-15 07:45:15 UTC",51.408685,-2.395684,Charlcombe,"{""latitude"":51.408685,""longitude"":-2.395684,""geojson"":{""type"":""Point"",""coordinates"":[-2.395684,51.408685]}}"
"Fly tipping, inc carpet",https://www.fixmystreet.com/report/802090,"2016-04-04 19:20:25 UTC",confirmed,"2016-04-04 19:25:15 UTC",Flytipping,"2016-04-04 19:25:15 UTC",51.370148,-2.592907,"Chew Magna","{""latitude"":51.370148,""longitude"":-2.592907,""geojson"":{""type"":""Point"",""coordinates"":[-2.592907,51.370148]}}"
"Large deep pothole",https://www.fixmystreet.com/report/770247,"2016-02-18 11:06:00 UTC","fixed - user","2016-02-18 11:10:17 UTC",Potholes,"2016-03-17 12:46:43 UTC",51.32047,-2.54432,Cameley,"{""latitude"":51.32047,""longitude"":-2.54432,""geojson"":{""type"":""Point"",""coordinates"":[-2.54432,51.32047]}}"
Rubbish,https://www.fixmystreet.com/report/834398,"2016-06-03 08:56:39 UTC",confirmed,"2016-06-03 09:05:16 UTC","Rubbish (refuse and recycling)","2016-06-03 09:05:16 UTC",51.380523,-2.358373,Abbey,"{""latitude"":51.380523,""longitude"":-2.358373,""geojson"":{""type"":""Point"",""coordinates"":[-2.358373,51.380523]}}"
"Hedge overgrowing footpath",https://www.fixmystreet.com/report/785047,"2016-03-10 11:46:39 UTC",confirmed,"2016-03-10 11:50:22 UTC",Pavements/footpaths,"2016-03-10 11:50:22 UTC",51.363845,-2.3479,"Combe Down","{""latitude"":51.363845,""longitude"":-2.3479,""geojson"":{""type"":""Point"",""coordinates"":[-2.3479,51.363845]}}"
"Street needs cleaning",https://www.fixmystreet.com/report/846843,"2016-06-23 15:16:03 UTC",unconfirmed,,"Rubbish (refuse and recycling)","2016-06-23 15:16:03 UTC",51.378703,-2.384507,Westmoreland,"{""latitude"":51.378703,""longitude"":-2.384507,""geojson"":{""type"":""Point"",""coordinates"":[-2.384507,51.378703]}}"
"Badly worn road surface",https://www.fixmystreet.com/report/850765,"2016-06-29 18:08:04 UTC",confirmed,"2016-06-29 18:10:24 UTC",Roads/highways,"2016-06-29 18:10:24 UTC",51.330439,-2.54448,Clutton,"{""latitude"":51.330439,""longitude"":-2.54448,""geojson"":{""type"":""Point"",""coordinates"":[-2.54448,51.330439]}}"
"Deep pothole",https://www.fixmystreet.com/report/973832,"2017-02-06 08:50:21 UTC",confirmed,"2017-02-06 08:55:19 UTC",Potholes,"2017-03-06 09:14:43 UTC",51.414207,-2.510868,Keynsham,"{""latitude"":51.414207,""longitude"":-2.510868,""geojson"":{""type"":""Point"",""coordinates"":[-2.510868,51.414207]}}"
"Large pot hole on A368 approach to westway farm from Sutton Wick. Noticed whilst cycling.",https://www.fixmystreet.com/report/765397,"2016-02-10 21:41:59 UTC",confirmed,"2016-02-10 21:45:37 UTC",Potholes,"2016-02-10 21:45:37 UTC",51.329928,-2.60519,Stowey-Sutton,"{""latitude"":51.329928,""longitude"":-2.60519,""geojson"":{""type"":""Point"",""coordinates"":[-2.60519,51.329928]}}"
"Large section of the road is now down to the base course.",https://www.fixmystreet.com/report/942000,"2016-12-14 10:30:29 UTC",confirmed,"2016-12-14 10:35:11 UTC",Potholes,"2016-12-14 10:35:11 UTC",51.31766,-2.445754,Camerton,"{""latitude"":51.31766,""longitude"":-2.445754,""geojson"":{""type"":""Point"",""coordinates"":[-2.445754,51.31766]}}"
"Limited parking for residents caused by hospital staff",https://www.fixmystreet.com/report/739800,"2016-01-06 13:43:25 UTC",confirmed,"2016-01-06 13:45:09 UTC","Car parking","2016-01-06 13:45:09 UTC",51.392146,-2.386964,Weston,"{""latitude"":51.392146,""longitude"":-2.386964,""geojson"":{""type"":""Point"",""coordinates"":[-2.386964,51.392146]}}"
"Large dangerous pothole on left side",https://www.fixmystreet.com/report/778573,"2016-03-01 15:01:39 UTC",confirmed,"2016-03-01 15:05:51 UTC",Potholes,"2016-03-01 15:05:51 UTC",51.365002,-2.547116,Publow,"{""latitude"":51.365002,""longitude"":-2.547116,""geojson"":{""type"":""Point"",""coordinates"":[-2.547116,51.365002]}}"
"White bmw been left abandon on middle of road since Friday evening",https://www.fixmystreet.com/report/889449,"2016-09-03 10:59:09 UTC","fixed - user","2016-09-03 11:00:58 UTC","Abandoned vehicles","2016-10-01 11:55:47 UTC",51.371708,-2.550142,Publow,"{""latitude"":51.371708,""longitude"":-2.550142,""geojson"":{""type"":""Point"",""coordinates"":[-2.550142,51.371708]}}"
"Over grown hedge and dangerous pavement",https://www.fixmystreet.com/report/932013,"2016-11-23 21:39:43 UTC",confirmed,"2016-11-23 21:45:11 UTC",Pavements/footpaths,"2017-03-16 14:17:11 UTC",51.323451,-2.472507,Timsbury,"{""latitude"":51.323451,""longitude"":-2.472507,""geojson"":{""type"":""Point"",""coordinates"":[-2.472507,51.323451]}}"
"A pothole getter larger in middle of road.",https://www.fixmystreet.com/report/851904,"2016-07-01 14:24:20 UTC",unconfirmed,,Potholes,"2016-07-01 14:24:20 UTC",51.405761,-2.491682,Keynsham,"{""latitude"":51.405761,""longitude"":-2.491682,""geojson"":{""type"":""Point"",""coordinates"":[-2.491682,51.405761]}}"
"New crossing encourages dangerous behaviour",https://www.fixmystreet.com/report/880991,"2016-08-18 14:40:31 UTC",confirmed,"2016-08-18 14:45:16 UTC","Traffic lights","2016-08-18 14:45:16 UTC",51.384898,-2.36214,Abbey,"{""latitude"":51.384898,""longitude"":-2.36214,""geojson"":{""type"":""Point"",""coordinates"":[-2.36214,51.384898]}}"
"Loose dropped kerb",https://www.fixmystreet.com/report/953990,"2017-01-08 14:59:22 UTC",confirmed,"2017-01-08 15:05:11 UTC",Pavements/footpaths,"2017-01-08 15:05:11 UTC",51.321115,-2.436584,"Peasedown St John","{""latitude"":51.321115,""longitude"":-2.436584,""geojson"":{""type"":""Point"",""coordinates"":[-2.436584,51.321115]}}"
"Bus stop sign has dropped halfway down post making it not easily visible",https://www.fixmystreet.com/report/861230,"2016-07-17 14:51:12 UTC","fixed - user","2016-07-17 14:55:40 UTC","Bus stops","2017-03-01 18:12:17 UTC",51.336963,-2.480622,Timsbury,"{""latitude"":51.336963,""longitude"":-2.480622,""geojson"":{""type"":""Point"",""coordinates"":[-2.480622,51.336963]}}"
